cluster	matrix_name	transcripts_ids	Gene	Enrichment	Adjust.P.value	Description
neuron 12	Smp-073280	Smp_073280.1	Smp_073280	0.522171215027467	2.88723769427148e-60	nan
neuron 22	Smp-073280	Smp_073280.1	Smp_073280	0.549925031805369	5.5842210836658e-40	nan
neuron 20	Smp-073280	Smp_073280.1	Smp_073280	0.846451535469441	3.51092568546777e-46	nan
neuron 11	Smp-073280	Smp_073280.1	Smp_073280	0.683558704857643	6.19813608460133e-76	nan
parenchyma 1	Smp-073280	Smp_073280.1	Smp_073280	0.49045229368376	6.9411645300055e-218	nan
neuron 7	Smp-073280	Smp_073280.1	Smp_073280	0.706654551413308	2.27188207683325e-87	nan
neuron 15	Smp-073280	Smp_073280.1	Smp_073280	0.264198910350292	1.33474909163296e-20	nan
neuron 28	Smp-073280	Smp_073280.1	Smp_073280	2.37846856146738	7.67062790065546e-125	nan
neuron 13	Smp-073280	Smp_073280.1	Smp_073280	0.642191862810579	2.29622278415698e-63	nan
neuron 24	Smp-073280	Smp_073280.1	Smp_073280	0.65402678752249	3.8942882909768e-26	nan
neuron 23	Smp-073280	Smp_073280.2	Smp_073280	0.668162649548387	1.19728259746583e-27	nan
neuron 1	Smp-073280	Smp_073280.2	Smp_073280	1.10392297114748	0	nan
neuron 22	Smp-073280	Smp_073280.2	Smp_073280	0.549925031805369	5.5842210836658e-40	nan
neuron 12	Smp-073280	Smp_073280.2	Smp_073280	0.522171215027467	2.88723769427148e-60	nan
neuron 3	Smp-073280	Smp_073280.2	Smp_073280	0.772371314132389	1.10331301581749e-172	nan
neuron 8	Smp-073280	Smp_073280.2	Smp_073280	0.820833992319946	1.357373006827e-194	nan
neuron 14	Smp-073280	Smp_073280.2	Smp_073280	0.762971240298486	4.17345550749626e-78	nan
neuron 9	Smp-073280	Smp_073280.2	Smp_073280	0.363038006964597	4.54740592120163e-43	nan
neuron 28	Smp-073280	Smp_073280.2	Smp_073280	2.37846856146738	7.67062790065546e-125	nan
neuron 25	Smp-073280	Smp_073280.2	Smp_073280	0.872355041910806	4.77403034856077e-41	nan
neuron 20	Smp-073280	Smp_073280.2	Smp_073280	0.846451535469441	3.51092568546777e-46	nan
neuron 21	Smp-073280	Smp_073280.2	Smp_073280	1.02618791695466	2.37615205619397e-67	nan
neuron 11	Smp-073280	Smp_073280.2	Smp_073280	0.683558704857643	6.19813608460133e-76	nan
neuron 29	Smp-073280	Smp_073280.2	Smp_073280	0.888739333469002	1.00399413089985e-16	nan
parenchyma 1	Smp-073280	Smp_073280.2	Smp_073280	0.49045229368376	6.9411645300055e-218	nan
neuron 15	Smp-073280	Smp_073280.2	Smp_073280	0.264198910350292	1.33474909163296e-20	nan
neuron 24	Smp-073280	Smp_073280.2	Smp_073280	0.65402678752249	3.8942882909768e-26	nan
neuron 13	Smp-073280	Smp_073280.2	Smp_073280	0.642191862810579	2.29622278415698e-63	nan
neuron 17	Smp-073280	Smp_073280.2	Smp_073280	1.43811860774661	1.55475581882821e-167	nan
male gametes	Smp-073280	Smp_073280.2	Smp_073280	0.319702760070573	2.0461933116956e-31	nan
parenchyma 2	Smp-073280	Smp_073280.2	Smp_073280	0.260678169209448	1.60229428360248e-06	nan
neuron 18	Smp-073280	Smp_073280.2	Smp_073280	0.665902283483065	1.81640395882455e-35	nan
neuron 31 (7b2-)	Smp-073280	Smp_073280.2	Smp_073280	0.310457637277722	2.23055885407719e-11	nan
neuron 27	Smp-073280	Smp_073280.2	Smp_073280	0.963457270522782	5.86839167573075e-21	nan
neuron 7	Smp-073280	Smp_073280.2	Smp_073280	0.706654551413308	2.27188207683325e-87	nan
parenchyma 1	Smp-073280	Smp_073280.3	Smp_073280	0.49045229368376	6.9411645300055e-218	nan
neuron 7	Smp-073280	Smp_073280.3	Smp_073280	0.706654551413308	2.27188207683325e-87	nan
neuron 23	Smp-073280	Smp_073280.3	Smp_073280	0.668162649548387	1.19728259746583e-27	nan
neuron 12	Smp-073280	Smp_073280.3	Smp_073280	0.522171215027467	2.88723769427148e-60	nan
neuron 28	Smp-073280	Smp_073280.3	Smp_073280	2.37846856146738	7.67062790065546e-125	nan
neuron 3	Smp-073280	Smp_073280.3	Smp_073280	0.772371314132389	1.10331301581749e-172	nan
neuron 1	Smp-073280	Smp_073280.3	Smp_073280	1.10392297114748	0	nan
neuron 18	Smp-073280	Smp_073280.3	Smp_073280	0.665902283483065	1.81640395882455e-35	nan
neuron 29	Smp-073280	Smp_073280.3	Smp_073280	0.888739333469002	1.00399413089985e-16	nan
neuron 15	Smp-073280	Smp_073280.3	Smp_073280	0.264198910350292	1.33474909163296e-20	nan
neuron 22	Smp-073280	Smp_073280.3	Smp_073280	0.549925031805369	5.5842210836658e-40	nan
neuron 31 (7b2-)	Smp-073280	Smp_073280.3	Smp_073280	0.310457637277722	2.23055885407719e-11	nan
neuron 21	Smp-073280	Smp_073280.3	Smp_073280	1.02618791695466	2.37615205619397e-67	nan
neuron 20	Smp-073280	Smp_073280.3	Smp_073280	0.846451535469441	3.51092568546777e-46	nan
neuron 27	Smp-073280	Smp_073280.3	Smp_073280	0.963457270522782	5.86839167573075e-21	nan
neuron 14	Smp-073280	Smp_073280.3	Smp_073280	0.762971240298486	4.17345550749626e-78	nan
neuron 11	Smp-073280	Smp_073280.3	Smp_073280	0.683558704857643	6.19813608460133e-76	nan
neuron 9	Smp-073280	Smp_073280.3	Smp_073280	0.363038006964597	4.54740592120163e-43	nan
neuron 17	Smp-073280	Smp_073280.3	Smp_073280	1.43811860774661	1.55475581882821e-167	nan
neuron 24	Smp-073280	Smp_073280.3	Smp_073280	0.65402678752249	3.8942882909768e-26	nan
neuron 8	Smp-073280	Smp_073280.3	Smp_073280	0.820833992319946	1.357373006827e-194	nan
neuron 25	Smp-073280	Smp_073280.3	Smp_073280	0.872355041910806	4.77403034856077e-41	nan
neuron 13	Smp-073280	Smp_073280.3	Smp_073280	0.642191862810579	2.29622278415698e-63	nan
male gametes	Smp-073280	Smp_073280.3	Smp_073280	0.319702760070573	2.0461933116956e-31	nan
parenchyma 2	Smp-073280	Smp_073280.3	Smp_073280	0.260678169209448	1.60229428360248e-06	nan
dmrt1+ neoblasts	Smp-073290	Smp_073290.1	Smp_073290	0.2619484306069	2.22180042027086e-09	protein phosphatase 4, regulatory subunit 2
eled+ neoblasts	Smp-073300	Smp_073300.1	Smp_073300	0.818186092505416	1.26952802403955e-144	nan
S1	Smp-073300	Smp_073300.1	Smp_073300	0.452881021486505	0	nan
neoblast	Smp-073300	Smp_073300.1	Smp_073300	0.979002659576724	0	nan
GSC progeny	Smp-073300	Smp_073300.1	Smp_073300	0.437991669044558	1.42155720131953e-127	nan
GSCs	Smp-073300	Smp_073300.1	Smp_073300	0.640225361861202	7.21548503187479e-128	nan
dmrt1+ neoblasts	Smp-073300	Smp_073300.1	Smp_073300	0.774200337690669	1.83477217260218e-47	nan
neuron 23	Smp-073390	Smp_073390.1	Smp_073390	0.313516918214569	3.00781488249471e-06	alpha- and gamma-adaptin binding protein
neuron 23	Smp-073390	Smp_073390.2	Smp_073390	0.313516918214569	3.00781488249471e-06	alpha- and gamma-adaptin binding protein
neuron 23	Smp-073390	Smp_073390.3	Smp_073390	0.313516918214569	3.00781488249471e-06	alpha- and gamma-adaptin binding protein
muscle 1	Smp-073400	Smp_073400.1	Smp_073400	0.425286094406234	3.16784006850702e-48	Putative lysosome-associated membrane glycoprotein
parenchyma 2	Smp-073400	Smp_073400.1	Smp_073400	1.21229519283974	1.01357915883044e-63	Putative lysosome-associated membrane glycoprotein
muscle 7	Smp-073400	Smp_073400.1	Smp_073400	0.559117921687592	9.45572673256819e-10	Putative lysosome-associated membrane glycoprotein
muscle 2	Smp-073400	Smp_073400.1	Smp_073400	0.478816324457028	6.26173500251849e-45	Putative lysosome-associated membrane glycoprotein
muscle 8	Smp-073400	Smp_073400.1	Smp_073400	0.47540163144023	0.033250005595034	Putative lysosome-associated membrane glycoprotein
tegument 1	Smp-073400	Smp_073400.1	Smp_073400	0.572185186940194	7.93563355179752e-62	Putative lysosome-associated membrane glycoprotein
parenchyma 1	Smp-073400	Smp_073400.1	Smp_073400	1.76203068508504	0	Putative lysosome-associated membrane glycoprotein
flame cells	Smp-073400	Smp_073400.1	Smp_073400	0.715879243247985	5.15717443967087e-218	Putative lysosome-associated membrane glycoprotein
tegument 2	Smp-073400	Smp_073400.1	Smp_073400	0.756615942558774	2.87633424168389e-06	Putative lysosome-associated membrane glycoprotein
neuron 12	Smp-073410	Smp_073410.1	Smp_073410	0.259101737257936	3.16044211815776e-08	Proteasome subunit beta
S1 progeny	Smp-073500	Smp_073500.1	Smp_073500	0.543688851651503	3.15439982468387e-203	Elongation factor Tu
S1	Smp-073500	Smp_073500.1	Smp_073500	0.48126515661014	2.60155450578417e-297	Elongation factor Tu
early vitellocytes	Smp-073500	Smp_073500.1	Smp_073500	0.2742685304746	1.74748574142773e-14	Elongation factor Tu
eled+ neoblasts	Smp-073500	Smp_073500.1	Smp_073500	0.281641729997486	3.80807947812617e-20	Elongation factor Tu
late vitellocytes	Smp-073540	Smp_073540.1	Smp_073540	0.322678387002263	4.62386785251752e-19	Putative prefoldin subunit
S1	Smp-073540	Smp_073540.1	Smp_073540	0.26018357136724	8.50178025655234e-92	Putative prefoldin subunit
S1 progeny	Smp-073540	Smp_073540.1	Smp_073540	0.347439219611195	6.18647963126635e-88	Putative prefoldin subunit
early vitellocytes	Smp-073540	Smp_073540.1	Smp_073540	0.326192982248601	2.54069765791893e-25	Putative prefoldin subunit
female gametes	Smp-073560	Smp_073560.1	Smp_073560	0.266669403798838	1.71049975873751e-05	G beta-like protein gbl
zfp-1-1+	Smp-073590	Smp_073590.1	Smp_073590	1.20728390032497	2.75674070657277e-210	GTP-binding protein-like protein
egc+	Smp-073590	Smp_073590.1	Smp_073590	0.561183149916686	1.37191158446767e-88	GTP-binding protein-like protein
prom2+	Smp-073590	Smp_073590.1	Smp_073590	0.303262654742424	4.26451220551936e-11	GTP-binding protein-like protein
early tsp-2+	Smp-073590	Smp_073590.1	Smp_073590	0.380364966087808	5.67879913467953e-44	GTP-binding protein-like protein
sm13+	Smp-073590	Smp_073590.1	Smp_073590	0.287702519849758	3.64875336315286e-12	GTP-binding protein-like protein
late vitellocytes	Smp-073590	Smp_073590.1	Smp_073590	0.791746509613299	1.45040723836518e-142	GTP-binding protein-like protein
meg-1+	Smp-073590	Smp_073590.1	Smp_073590	1.25381686169052	0	GTP-binding protein-like protein
early vitellocytes	Smp-073590	Smp_073590.1	Smp_073590	0.554964831990101	1.81056274278798e-80	GTP-binding protein-like protein
neuron 4	Smp-073600	Smp_073600.1	Smp_073600	0.277672600400414	3.9026132929843e-27	Putative platelet-activating factor acetylhydrolase ib
neuron 17	Smp-073600	Smp_073600.1	Smp_073600	0.320938112547309	2.20772962614957e-10	Putative platelet-activating factor acetylhydrolase ib
neuron 16	Smp-073600	Smp_073600.1	Smp_073600	0.255945030362249	4.82347201970792e-05	Putative platelet-activating factor acetylhydrolase ib
neuron 18	Smp-073600	Smp_073600.1	Smp_073600	0.291730658760765	2.31666859158213e-05	Putative platelet-activating factor acetylhydrolase ib
neuron 3	Smp-073600	Smp_073600.1	Smp_073600	0.271565796221407	3.21959951189139e-26	Putative platelet-activating factor acetylhydrolase ib
neuron 23	Smp-073600	Smp_073600.1	Smp_073600	0.478835478370177	2.29498121832611e-12	Putative platelet-activating factor acetylhydrolase ib
neuron 13	Smp-073600	Smp_073600.1	Smp_073600	0.317108282743195	7.5355395442644e-14	Putative platelet-activating factor acetylhydrolase ib
neuron 10	Smp-073610	Smp_073610.1	Smp_073610	0.254242611077493	3.85267155935653e-23	Transcriptional co-activator crsp77-related
neuron 5	Smp-073610	Smp_073610.1	Smp_073610	0.368202989575868	4.17954419758343e-86	Transcriptional co-activator crsp77-related
neuron 2	Smp-073610	Smp_073610.1	Smp_073610	0.409476688172175	2.052323144691e-108	Transcriptional co-activator crsp77-related
neuron 6	Smp-073610	Smp_073610.1	Smp_073610	0.338723766028474	2.39530715358003e-93	Transcriptional co-activator crsp77-related
GSCs	Smp-073620	Smp_073620.1	Smp_073620	0.291029706674003	6.11504881383076e-29	Putative methionyl-tRNA synthetase
S1 progeny	Smp-073620	Smp_073620.1	Smp_073620	0.537243845824287	3.13034567995254e-204	Putative methionyl-tRNA synthetase
S1	Smp-073620	Smp_073620.1	Smp_073620	0.412896667731325	4.94436758429791e-223	Putative methionyl-tRNA synthetase
late vitellocytes	Smp-073620	Smp_073620.1	Smp_073620	0.337013392709551	2.11935018831321e-20	Putative methionyl-tRNA synthetase
GSC progeny	Smp-073620	Smp_073620.1	Smp_073620	0.250771586839005	2.32858063409082e-34	Putative methionyl-tRNA synthetase
early vitellocytes	Smp-073620	Smp_073620.1	Smp_073620	0.411559412821548	7.4315296974754e-42	Putative methionyl-tRNA synthetase
parenchyma 2	Smp-073680	Smp_073680.1	Smp_073680	0.280329024638152	0.00029050569307573	Putative tata-box binding protein
parenchyma 2	Smp-073680	Smp_073680.2	Smp_073680	0.280329024638152	0.00029050569307573	Putative tata-box binding protein
male gametes	Smp-073690	Smp_073690.1	Smp_073690	0.404780438533841	4.92349698054078e-27	ribosomal protein S34
eled+ neoblasts	Smp-073690	Smp_073690.1	Smp_073690	0.272994458255438	1.15713772568423e-19	ribosomal protein S34
zfp-1-1+	Smp-073720	Smp_073720.1	Smp_073720	0.515177941027473	2.70844692034966e-31	Actin-related protein 2/3 complex subunit 5
meg-1+	Smp-073720	Smp_073720.1	Smp_073720	0.420340478929212	6.8174717445788e-77	Actin-related protein 2/3 complex subunit 5
male gametes	Smp-073720	Smp_073720.1	Smp_073720	0.262149432783091	6.28278651167242e-10	Actin-related protein 2/3 complex subunit 5
tegument 1	Smp-073720	Smp_073720.1	Smp_073720	0.280037241152212	2.91689584756193e-37	Actin-related protein 2/3 complex subunit 5
neuron 16	Smp-073790	Smp_073790.1	Smp_073790	0.354928718848501	1.53171749803472e-11	Putative gaba(A) receptor-associated protein
muscle 6	Smp-073790	Smp_073790.1	Smp_073790	0.49901575322874	1.35247704045351e-16	Putative gaba(A) receptor-associated protein
muscle 4	Smp-073790	Smp_073790.1	Smp_073790	0.302388501680595	1.45671278974143e-11	Putative gaba(A) receptor-associated protein
muscle 5	Smp-073790	Smp_073790.1	Smp_073790	0.549395373324346	7.14345142024045e-22	Putative gaba(A) receptor-associated protein
neuron 17	Smp-073790	Smp_073790.1	Smp_073790	0.470772805481916	8.07136296457202e-23	Putative gaba(A) receptor-associated protein
neuron 6	Smp-073790	Smp_073790.1	Smp_073790	0.37031715495385	2.07656719544175e-72	Putative gaba(A) receptor-associated protein
neuron 25	Smp-073790	Smp_073790.1	Smp_073790	0.44157097817461	1.9477234857203e-09	Putative gaba(A) receptor-associated protein
muscle 3	Smp-073790	Smp_073790.1	Smp_073790	0.294424225308537	2.11219634371273e-15	Putative gaba(A) receptor-associated protein
neuron 13	Smp-073790	Smp_073790.1	Smp_073790	0.523254426844189	5.13075758625969e-34	Putative gaba(A) receptor-associated protein
neuron 22	Smp-073790	Smp_073790.1	Smp_073790	0.307998494589059	3.17723741223311e-09	Putative gaba(A) receptor-associated protein
neuron 29	Smp-073790	Smp_073790.1	Smp_073790	0.63121647874006	2.38961471333799e-06	Putative gaba(A) receptor-associated protein
neuron 14	Smp-073790	Smp_073790.1	Smp_073790	0.30550801856744	4.08581649342118e-11	Putative gaba(A) receptor-associated protein
neuron 11	Smp-073790	Smp_073790.1	Smp_073790	0.368093956689665	3.48348798496333e-24	Putative gaba(A) receptor-associated protein
neuron 10	Smp-073790	Smp_073790.1	Smp_073790	0.29007657658143	1.64554609854671e-15	Putative gaba(A) receptor-associated protein
neuron 27	Smp-073790	Smp_073790.1	Smp_073790	0.487359305729505	2.06598685418883e-05	Putative gaba(A) receptor-associated protein
neuron 7	Smp-073790	Smp_073790.1	Smp_073790	0.439015700043198	6.73653240154695e-44	Putative gaba(A) receptor-associated protein
neuron 15	Smp-073790	Smp_073790.1	Smp_073790	0.405804675199225	1.05570065743598e-20	Putative gaba(A) receptor-associated protein
neuron 8	Smp-073790	Smp_073790.1	Smp_073790	0.360000668032059	4.30737065364896e-43	Putative gaba(A) receptor-associated protein
neuron 20	Smp-073790	Smp_073790.1	Smp_073790	0.297078460464984	0.00148735468333451	Putative gaba(A) receptor-associated protein
muscle 1	Smp-073790	Smp_073790.1	Smp_073790	0.253257893522522	4.82089959406869e-14	Putative gaba(A) receptor-associated protein
neuron 23	Smp-073790	Smp_073790.1	Smp_073790	0.609876791211938	2.17424896660256e-19	Putative gaba(A) receptor-associated protein
neuron 3	Smp-073790	Smp_073790.1	Smp_073790	0.579006879691268	1.85698455525442e-110	Putative gaba(A) receptor-associated protein
neuron 12	Smp-073790	Smp_073790.1	Smp_073790	0.366328757912283	7.96115913872068e-21	Putative gaba(A) receptor-associated protein
neuron 18	Smp-073790	Smp_073790.1	Smp_073790	0.776762030226907	9.82480951440321e-62	Putative gaba(A) receptor-associated protein
neuron 9	Smp-073790	Smp_073790.1	Smp_073790	0.294464599532117	5.73365270722886e-21	Putative gaba(A) receptor-associated protein
neuron 5	Smp-073790	Smp_073790.1	Smp_073790	0.251620628776836	2.78656529486596e-21	Putative gaba(A) receptor-associated protein
muscle 2	Smp-073790	Smp_073790.1	Smp_073790	0.333223870511495	1.03811622285261e-17	Putative gaba(A) receptor-associated protein
neuron 1	Smp-073790	Smp_073790.1	Smp_073790	0.333008816577171	6.81087940180535e-69	Putative gaba(A) receptor-associated protein
neuron 21	Smp-073790	Smp_073790.1	Smp_073790	0.466381744001602	4.21517111761015e-15	Putative gaba(A) receptor-associated protein
S1 progeny	Smp-073880	Smp_073880.1	Smp_073880	0.617019578909649	5.85711231111931e-298	40S ribosomal protein S3a
early vitellocytes	Smp-073880	Smp_073880.1	Smp_073880	0.764075170236966	6.85711676281549e-157	40S ribosomal protein S3a
S1	Smp-073880	Smp_073880.1	Smp_073880	0.447549356099503	4.95282580594567e-311	40S ribosomal protein S3a
GSC progeny	Smp-073880	Smp_073880.1	Smp_073880	0.328193205960986	4.31749772363673e-60	40S ribosomal protein S3a
female gametes	Smp-073880	Smp_073880.1	Smp_073880	0.350471446986512	1.10513247952791e-06	40S ribosomal protein S3a
late vitellocytes	Smp-073880	Smp_073880.1	Smp_073880	0.810447120971149	1.28268721068376e-149	40S ribosomal protein S3a
neuron 28	Smp-074000	Smp_074000.1	Smp_074000	0.603923595415644	1.15217376508765e-05	nan
neuron 15	Smp-074000	Smp_074000.1	Smp_074000	0.25675767292796	1.67490571167254e-09	nan
neuron 27	Smp-074000	Smp_074000.1	Smp_074000	0.707797178867849	5.12669236847885e-12	nan
neuron 21	Smp-074000	Smp_074000.1	Smp_074000	0.417225433654866	4.09184277692177e-10	nan
neuron 22	Smp-074000	Smp_074000.1	Smp_074000	0.358056939216904	3.27748856001995e-11	nan
late vitellocytes	Smp-074000	Smp_074000.1	Smp_074000	1.0356968612096	1.48273252643341e-191	nan
tegument 1	Smp-074000	Smp_074000.1	Smp_074000	0.669798669398669	5.34371558000018e-116	nan
flame cells	Smp-074000	Smp_074000.1	Smp_074000	0.560754383401754	8.28150999248629e-155	nan
neuron 16	Smp-074000	Smp_074000.1	Smp_074000	0.425690593565077	8.38828026060373e-17	nan
tegument 2	Smp-074000	Smp_074000.1	Smp_074000	0.619840059205773	2.82512785857991e-05	nan
neuron 23	Smp-074000	Smp_074000.1	Smp_074000	0.600875234465497	2.2233737809967e-16	nan
neuron 4	Smp-074000	Smp_074000.1	Smp_074000	0.497123711754201	2.00334556628364e-62	nan
neuron 12	Smp-074000	Smp_074000.1	Smp_074000	0.590078357058751	8.84434437615604e-50	nan
neuron 11	Smp-074000	Smp_074000.1	Smp_074000	0.498764666321763	2.42367209503448e-39	nan
neuron 17	Smp-074000	Smp_074000.1	Smp_074000	0.680648461219428	5.51293996963488e-43	nan
neuron 1	Smp-074000	Smp_074000.1	Smp_074000	0.352225360115882	2.80242047975674e-78	nan
neuron 8	Smp-074000	Smp_074000.1	Smp_074000	0.381006438507586	1.66548286098351e-57	nan
mature vitellocytes	Smp-074000	Smp_074000.1	Smp_074000	2.12931680516478	1.71239777623754e-98	nan
neuron 14	Smp-074000	Smp_074000.1	Smp_074000	0.635824297465493	2.20211567809962e-52	nan
Mehlis' gland	Smp-074000	Smp_074000.1	Smp_074000	0.338703335143127	0.000241814290277401	nan
neuron 7	Smp-074000	Smp_074000.1	Smp_074000	0.366945645102925	9.67451696868227e-24	nan
neuron 13	Smp-074000	Smp_074000.1	Smp_074000	0.251624287685959	2.54200110949382e-07	nan
neuron 2	Smp-074000	Smp_074000.1	Smp_074000	0.419441198141555	4.28209820525613e-58	nan
neuron 6	Smp-074000	Smp_074000.1	Smp_074000	0.448322590774324	3.41879989287232e-109	nan
neuron 10	Smp-074000	Smp_074000.1	Smp_074000	0.484648421469059	4.4740131256258e-43	nan
neuron 25	Smp-074000	Smp_074000.1	Smp_074000	0.421207629688807	1.0795147839834e-09	nan
neuron 20	Smp-074000	Smp_074000.1	Smp_074000	0.374371479347474	8.31279602427918e-07	nan
neuron 30	Smp-074000	Smp_074000.1	Smp_074000	0.397760174478267	9.37729778253191e-59	nan
female gametes	Smp-074000	Smp_074000.1	Smp_074000	0.484083569142645	9.60712922394461e-11	nan
neuron 26	Smp-074000	Smp_074000.1	Smp_074000	0.381646330090729	8.32241509454776e-05	nan
early vitellocytes	Smp-074000	Smp_074000.1	Smp_074000	0.384453041627596	8.58157896299302e-38	nan
neuron 5	Smp-074000	Smp_074000.1	Smp_074000	0.388176990972	4.7113062990047e-47	nan
neuron 25	Smp-074020	Smp_074020.1	Smp_074020	0.329518700086783	7.9166607532715e-08	AP-2 complex subunit alpha
neuron 13	Smp-074020	Smp_074020.1	Smp_074020	0.335763843043499	2.33891742446054e-20	AP-2 complex subunit alpha
female gametes	Smp-074040	Smp_074040.1	Smp_074040	0.494744040757273	9.11906602488893e-47	Putative zinc finger protein
neoblast	Smp-074040	Smp_074040.1	Smp_074040	0.251585506514465	2.60567800001862e-244	Putative zinc finger protein
prom2+	Smp-074040	Smp_074040.1	Smp_074040	0.273427211156712	7.26582997480029e-11	Putative zinc finger protein
GSCs	Smp-074040	Smp_074040.1	Smp_074040	0.251606572680655	3.50944287799326e-37	Putative zinc finger protein
eled+ neoblasts	Smp-074040	Smp_074040.1	Smp_074040	0.316890468332633	6.53148888370225e-30	Putative zinc finger protein
muscle 1	Smp-074080	Smp_074080.1	Smp_074080	0.284968457530036	3.20119784837371e-34	Mitogen-activated protein kinase
tegument 2	Smp-074140	Smp_074140.1	Smp_074140	0.695675659211056	0.000708353895723272	Annexin
neuron 6	Smp-074140	Smp_074140.1	Smp_074140	1.11669778984239	0	Annexin
gut	Smp-074140	Smp_074140.1	Smp_074140	0.54373082894863	4.3328401555757e-05	Annexin
neuron 17	Smp-074140	Smp_074140.1	Smp_074140	0.564006642997391	3.49224570290356e-22	Annexin
neuron 5	Smp-074140	Smp_074140.1	Smp_074140	1.7882468915937	0	Annexin
muscle 4	Smp-074140	Smp_074140.1	Smp_074140	0.498283159356647	1.71231015198875e-24	Annexin
unknown	Smp-074140	Smp_074140.1	Smp_074140	0.835394129705509	2.76902072739279e-37	Annexin
parenchyma 2	Smp-074140	Smp_074140.1	Smp_074140	1.69000142050436	1.57586362934092e-117	Annexin
neuron 16	Smp-074140	Smp_074140.1	Smp_074140	1.17940099725004	4.26258108936421e-90	Annexin
prom2+	Smp-074140	Smp_074140.1	Smp_074140	0.603971569919991	1.37882408966751e-27	Annexin
parenchyma 1	Smp-074140	Smp_074140.1	Smp_074140	0.765248048087906	0	Annexin
neuron 2	Smp-074140	Smp_074140.1	Smp_074140	0.308923938376918	2.49971166796578e-37	Annexin
neuron 12	Smp-074150	Smp_074150.1	Smp_074150	0.708350351358336	5.49775184270466e-64	Annexin
neuron 18	Smp-074150	Smp_074150.1	Smp_074150	0.992374553520257	9.34728080015913e-46	Annexin
parenchyma 2	Smp-074150	Smp_074150.1	Smp_074150	0.394849686908517	0.000881426315904534	Annexin
neuron 20	Smp-074150	Smp_074150.1	Smp_074150	0.412693845219756	3.09875231125324e-15	Annexin
neuron 13	Smp-074150	Smp_074150.1	Smp_074150	0.688051533042	1.44252552751346e-45	Annexin
muscle 2	Smp-074150	Smp_074150.1	Smp_074150	0.865549318227236	4.06521945523086e-85	Annexin
neuron 2	Smp-074150	Smp_074150.1	Smp_074150	0.685293467568919	8.81530706175148e-110	Annexin
neuron 4	Smp-074150	Smp_074150.1	Smp_074150	0.57883989458197	1.33705459320924e-47	Annexin
flame cells	Smp-074150	Smp_074150.1	Smp_074150	0.429885995984097	4.53149405105969e-105	Annexin
neuron 11	Smp-074150	Smp_074150.1	Smp_074150	0.96216722487744	2.09384872994297e-95	Annexin
muscle 3	Smp-074150	Smp_074150.1	Smp_074150	0.393310200285885	7.32211366794583e-18	Annexin
male gametes	Smp-074150	Smp_074150.1	Smp_074150	0.754757413403623	2.13483280407082e-42	Annexin
neuron 8	Smp-074150	Smp_074150.1	Smp_074150	0.784984799670849	6.5072870802795e-100	Annexin
neuron 3	Smp-074150	Smp_074150.1	Smp_074150	0.822655651919904	2.48885462272408e-136	Annexin
neuron 17	Smp-074150	Smp_074150.1	Smp_074150	1.04421824985729	6.88210890961974e-65	Annexin
neuron 7	Smp-074150	Smp_074150.1	Smp_074150	0.73184882432081	9.53373136747669e-79	Annexin
muscle 8	Smp-074150	Smp_074150.1	Smp_074150	0.928961941938025	1.4476322469084e-09	Annexin
muscle 7	Smp-074150	Smp_074150.1	Smp_074150	0.868175133939364	5.41784554489233e-17	Annexin
neuron 9	Smp-074150	Smp_074150.1	Smp_074150	0.426164450264655	2.75656885490098e-49	Annexin
neuron 10	Smp-074150	Smp_074150.1	Smp_074150	0.493893785759617	3.01861705202285e-44	Annexin
neuron 1	Smp-074150	Smp_074150.1	Smp_074150	0.874057481419178	0	Annexin
neuron 19	Smp-074150	Smp_074150.1	Smp_074150	1.54582125928249	6.53382702055845e-07	Annexin
neuron 30	Smp-074150	Smp_074150.1	Smp_074150	0.295262931800659	9.7917890279541e-78	Annexin
muscle 5	Smp-074150	Smp_074150.1	Smp_074150	0.769569794957532	1.76638101944513e-23	Annexin
muscle 4	Smp-074150	Smp_074150.1	Smp_074150	0.899396759601115	6.10882839547097e-73	Annexin
neuron 5	Smp-074150	Smp_074150.1	Smp_074150	1.89873312111552	0	Annexin
neuron 21	Smp-074150	Smp_074150.1	Smp_074150	0.648987507285407	2.36978701382811e-17	Annexin
neuron 27	Smp-074150	Smp_074150.1	Smp_074150	0.733271900612035	9.45939927787448e-07	Annexin
neuron 23	Smp-074150	Smp_074150.1	Smp_074150	1.09266633708393	1.76124414160883e-33	Annexin
neuron 16	Smp-074150	Smp_074150.1	Smp_074150	1.27536785235635	3.08295746714758e-78	Annexin
neuron 24	Smp-074150	Smp_074150.1	Smp_074150	0.378953091946117	9.11668409500657e-14	Annexin
neuron 15	Smp-074150	Smp_074150.1	Smp_074150	0.436718331120009	4.27336662302824e-32	Annexin
neuron 26	Smp-074150	Smp_074150.1	Smp_074150	0.822920199188488	6.46585383087564e-20	Annexin
neuron 6	Smp-074150	Smp_074150.1	Smp_074150	0.35287615849855	1.94421291877289e-103	Annexin
neuron 22	Smp-074150	Smp_074150.1	Smp_074150	0.870000326524287	7.4786762463757e-57	Annexin
muscle 6	Smp-074150	Smp_074150.1	Smp_074150	0.394526319047304	1.8343562444602e-18	Annexin
neuron 25	Smp-074150	Smp_074150.1	Smp_074150	1.19018130211105	2.39684957866021e-52	Annexin
