cluster	matrix_name	transcripts_ids	Gene	Enrichment	Adjust P-value	Description
neuron 16	Smp-148130	Smp_148130.1	Smp_148130	0.4069309134303863	7.388805860497973e-19	Putative spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1)
neuron 16	Smp-315610	Smp_315610.1	Smp_315610	0.4068751351114117	2.7860470797400145e-45	NA
neuron 16	Smp-037960	Smp_037960.1	Smp_037960	0.40655645480999114	8.6489757614911855e-16	Putative nachr subunit
neuron 16	Smp-343520	Smp_343520.1	Smp_343520	0.4045487121506314	1.1995955424733977e-14	NA
neuron 16	Smp-335570	Smp_335570.1,Smp_335570.2	Smp_335570	0.40341489942846726	5.731762677667142e-23	NA
neuron 16	Smp-143220	Smp_143220.1,Smp_143220.2	Smp_143220	0.402015567805135	1.2022385758709548e-34	NA
neuron 16	Smp-334490	Smp_334490.1,Smp_334490.2,Smp_334490.3	Smp_334490	0.40176449644628887	3.7090151079460336e-23	CFAP91 domain-containing protein
neuron 16	Smp-347210	Smp_347210.1	Smp_347210	0.40092297771863417	4.455036525819056e-33	Transmembrane protein 231
neuron 16	Smp-314750	Smp_314750.1	Smp_314750	0.40060015639040836	1.1862158760062937e-24	Calponin-homology (CH) domain-containing protein
neuron 16	Smp-004190	Smp_004190.1	Smp_004190	0.39928426927152727	1.146294807847662e-23	Putative cationic amino acid transporter
neuron 16	Smp-001080	Smp_001080.1	Smp_001080	0.39873970168619466	3.8715864101193333e-13	NA
neuron 16	GTP1	Smp_012440.1	Smp_012440	0.3980074324465286	1.5125949643666162e-18	Glucose transport protein
neuron 16	Smp-004310	Smp_004310.1	Smp_004310	0.39673058564648467	7.527742270719985e-14	V-type proton ATPase proteolipid subunit
neuron 16	Smp-266770	Smp_266770.1	Smp_266770	0.3961961092717225	3.1274785672309887e-27	NA
neuron 16	Smp-029390	Smp_029390.1	Smp_029390	0.3932803752148727	2.85462463454237e-14	Vacuolar proton pump subunit B
neuron 16	Smp-248020	Smp_248020.1	Smp_248020	0.3931121871109403	1.0701109600578346e-25	Transmembrane protein 231
neuron 16	Smp-019350	Smp_019350.1	Smp_019350	0.3920627960846319	1.4389059593910956e-18	NA
neuron 16	inx.12	Smp_245990.1,Smp_245990.2	Smp_245990	0.3899478428588963	2.6879923330531904e-25	Innexin
neuron 16	Smp-145300	Smp_145300.1,Smp_145300.2	Smp_145300	0.3884488150136738	6.602411188389742e-51	Peptidylglycine monooxygenase
neuron 16	Smp-346540	Smp_346540.1,Smp_346540.2	Smp_346540	0.38813007997535404	4.881847781135636e-32	NA
neuron 16	Smp-028670	Smp_028670.1	Smp_028670	0.386645881497191	1.9831851154186738e-11	Putative carbonic anhydrase II (Carbonate dehydratase II)
neuron 16	Smp-162180	Smp_162180.1	Smp_162180	0.3858729678899231	1.9566468798386187e-28	Putative crp3/crip3
neuron 16	Smp-328110	Smp_328110.1	Smp_328110	0.385332450465411	2.702494234472339e-24	NA
neuron 16	Smp-051930	Smp_051930.1	Smp_051930	0.38472833210270824	8.889024102865889e-18	Putative beta1,3-galactosyltransferase
neuron 16	Smp-035220	Smp_035220.1,Smp_035220.2,Smp_035220.3	Smp_035220	0.38435369750080356	8.169971875644881e-19	Kinesin-like protein
neuron 16	Smp-160170	Smp_160170.1,Smp_160170.2,Smp_160170.3,Smp_160170.4	Smp_160170	0.3840326838844192	2.8871240115797557e-31	NA
neuron 16	Smp-172140	Smp_172140.1	Smp_172140	0.3824359772560673	2.194637352851529e-23	TPH domain-containing protein
neuron 16	Smp-151730	Smp_151730.1	Smp_151730	0.38149168941974737	4.939663569438811e-26	Rtdr1, putative
neuron 16	Smp-158460	Smp_158460.1,Smp_158460.2,Smp_158460.3	Smp_158460	0.37964531368820004	5.864121951764696e-19	SH3 domain-containing protein
neuron 16	Smp-076860	Smp_076860.1	Smp_076860	0.37932285791998316	2.226128685360427e-26	NA
neuron 16	Smp-058190	Smp_058190.1,Smp_058190.2	Smp_058190	0.37843903128846823	4.4178328632418865e-19	Putative dna double-strand break repair rad50 ATPase
neuron 16	Smp-038960	Smp_038960.1,Smp_038960.2	Smp_038960	0.37843090122914824	1.2227353057313858e-9	L-lactate dehydrogenase
neuron 16	Smp-145540	Smp_145540.1	Smp_145540	0.3781757079568085	5.742474253856613e-23	Putative muscarinic acetylcholine (GAR) receptor
neuron 16	Smp-080210	Smp_080210.1	Smp_080210	0.37773392685991564	2.1171800224370886e-28	Putative lipid-binding protein
neuron 16	Smp-310650	Smp_310650.1	Smp_310650	0.3759184200575383	9.706905161063258e-24	NA
neuron 16	Smp-330260	Smp_330260.1	Smp_330260	0.3741502134428747	1.4865222124278444e-28	NA
neuron 16	Smp-018550	Smp_018550.1	Smp_018550	0.37173430883752356	5.976568155019082e-11	NA
neuron 16	Smp-335210	Smp_335210.1	Smp_335210	0.3694213044637249	6.33663978067624e-23	NA
neuron 16	Smp-307640	Smp_307640.1	Smp_307640	0.3689483559313158	5.178923119807963e-10	Tyrosinase_Cu-bd domain-containing protein
neuron 16	Smp-016630	Smp_016630.1	Smp_016630	0.3687302383835732	1.0683330628366175e-9	Putative trimeric G-protein alpha o subunit
neuron 16	Smp-137410	Smp_137410.1,Smp_137410.2,Smp_137410.3	Smp_137410	0.3667218611066359	1.2731657339994314e-27	Calpain C (C02 family)
neuron 16	Smp-316660	Smp_316660.1,Smp_316660.2	Smp_316660	0.3658327991980758	5.033887021929219e-16	NA
neuron 16	Smp-159050	Smp_159050.1	Smp_159050	0.36432166185652015	4.887633130707538e-24	Putative plexin
neuron 16	Smp-151450	Smp_151450.1	Smp_151450	0.3627335594788492	2.1010447947785006e-22	NA
neuron 16	Smp-322040	Smp_322040.1	Smp_322040	0.36196704002125946	1.3669077071724766e-37	NA
neuron 16	Smp-044920	Smp_044920.1,Smp_044920.2,Smp_044920.3,Smp_044920.4	Smp_044920	0.36115861775682234	1.1765361495733034e-8	Dynamin GTPase
neuron 16	Smp-168270	Smp_168270.1,Smp_168270.2,Smp_168270.3,Smp_168270.4	Smp_168270	0.3606843103640821	4.121568513574133e-23	Nucleoside diphosphate kinase
neuron 16	Smp-141460	Smp_141460.1,Smp_141460.2,Smp_141460.3	Smp_141460	0.35984845969985746	2.608469890754343e-22	NA
neuron 16	Smp-057320	Smp_057320.1	Smp_057320	0.3595896584584036	2.1296304859119247e-13	Vesicle-fusing ATPase
neuron 16	Smp-323540	Smp_323540.1	Smp_323540	0.3594414314293982	1.1052987003999861e-21	NA
neuron 16	vasl	Smp_133170.1,Smp_133170.2	Smp_133170	0.3586448800413972	2.1470443533651013e-18	Putative vasohibin
neuron 16	Smp-043990	Smp_043990.1,Smp_043990.2	Smp_043990	0.3580139385893435	2.0244901220916614e-8	Basigin
neuron 16	Smp-105480	Smp_105480.1	Smp_105480	0.3549324057499974	2.720444000554319e-35	ADP-ribosylation factor-like 6, arl6
neuron 16	Smp-073790	Smp_073790.1	Smp_073790	0.35492871884850086	1.5317174980347196e-11	Putative gaba(A) receptor-associated protein
neuron 16	Smp-200570	Smp_200570.1	Smp_200570	0.3546776913844283	6.461833106656619e-19	Smp_200570
neuron 16	Smp-127480	Smp_127480.1,Smp_127480.2,Smp_127480.3,Smp_127480.4	Smp_127480	0.3535088004856098	1.9552873330606046e-24	VWFA domain-containing protein
neuron 16	Smp-344610	Smp_344610.1,Smp_344610.2	Smp_344610	0.3529614783650227	2.7803427395140815e-8	NA
neuron 16	Smp-322690	Smp_322690.1	Smp_322690	0.3517173725710918	1.5881119958442696e-19	NA
neuron 16	Smp-140200	Smp_140200.1,Smp_140200.2,Smp_140200.3	Smp_140200	0.351385488797346	2.053299839642637e-12	MADS-box domain-containing protein
neuron 16	Smp-085520	Smp_085520.1	Smp_085520	0.35004647748266715	2.385406454357083e-8	Vacuolar ATP synthase subunit e, putative
neuron 16	Smp-158170	Smp_158170.1	Smp_158170	0.34966763987765637	1.5908204144190616e-21	NA
neuron 16	Smp-053390	Smp_053390.1	Smp_053390	0.34965758475689346	2.6973158179724476e-7	Histone H4
neuron 16	Smp-022070	Smp_022070.1	Smp_022070	0.34878010455124986	1.1982894945718596e-30	NA
neuron 16	Smp-172370	Smp_172370.1	Smp_172370	0.34831261310569184	1.528973220167352e-57	NA
neuron 16	Smp-156720	Smp_156720.1,Smp_156720.2	Smp_156720	0.3479218206853584	7.427740545216912e-17	Putative o-linked n-acetylglucosamine transferase, ogt
neuron 16	Smp-054330	Smp_054330.1	Smp_054330	0.3479181818659348	1.6816845024627038e-21	Peptidyl-prolyl cis-trans isomerase
neuron 16	Smp-098650	Smp_098650.1,Smp_098650.2	Smp_098650	0.34735434106517815	6.293919160282169e-22	NA
neuron 16	Smp-135820	Smp_135820.1	Smp_135820	0.3469590210807676	5.7306827699688326e-33	Defective proboscis extension response (Dpr)-related
neuron 16	Smp-164360	Smp_164360.1,Smp_164360.2	Smp_164360	0.34684295299413137	4.478998030615402e-27	DUF4515 domain-containing protein
neuron 16	Smp-241950	Smp_241950.1	Smp_241950	0.3453159459556876	2.684234500796889e-16	HMG-CoA synthase
neuron 16	Smp-245290	Smp_245290.1,Smp_245290.2	Smp_245290	0.3440077127377833	1.914930558116243e-28	NA
neuron 16	Smp-129900	Smp_129900.1,Smp_129900.2,Smp_129900.3	Smp_129900	0.34391974523831226	4.636827917126622e-14	Putative sodium-dependent neurotransmitter transporter
neuron 16	Smp-150650	Smp_150650.1	Smp_150650	0.34380522167752225	6.147721405817552e-20	NA
neuron 16	Smp-312920	Smp_312920.1	Smp_312920	0.3423003497609295	2.34474732949967e-16	C2 domain-containing protein
neuron 16	Smp-124130	Smp_124130.1	Smp_124130	0.3419788716447959	5.62077323244037e-34	Serine/threonine kinase
neuron 16	Smp-136150	Smp_136150.1	Smp_136150	0.340876013311795	2.5812838209278636e-53	Nalp (Nacht, leucine rich repeat and pyrin domain containing)-related
neuron 16	Smp-143060	Smp_143060.1	Smp_143060	0.3387901405286151	6.165925661483538e-10	AP complex subunit sigma
neuron 16	Smp-128170	Smp_128170.1	Smp_128170	0.33872453257654134	1.7947040709702204e-12	NA
neuron 16	Smp-144210	Smp_144210.1	Smp_144210	0.3367256556890183	9.671182156517573e-13	Putative death associated protein kinase
neuron 16	Smp-345170	Smp_345170.1	Smp_345170	0.3319252827563598	2.3045203942718466e-20	DUF1619 domain-containing protein
neuron 16	Smp-333450	Smp_333450.1	Smp_333450	0.3319082174195541	4.1656962885097486e-39	NA
neuron 16	Smp-150580	Smp_150580.1	Smp_150580	0.3298587175218008	2.252031416032462e-13	Nst1p-like protein
neuron 16	Smp-139840	Smp_139840.1	Smp_139840	0.32976032357253793	5.292587652189853e-9	Putative kunitz-type protease inhibitor
neuron 16	Smp-246340	Smp_246340.1	Smp_246340	0.32926284684696366	4.6443949904302163e-20	NA
neuron 16	Smp-346000	Smp_346000.1	Smp_346000	0.32850816161911484	7.519923926685328e-20	NA
neuron 16	Smp-168670	Smp_168670.1	Smp_168670	0.32691799243861364	1.2596938824058713e-23	cGMP-dependent protein kinase
neuron 16	Smp-062890	Smp_062890.1,Smp_062890.2	Smp_062890	0.32672769047522054	3.912605658135562e-6	V-type proton ATPase proteolipid subunit
neuron 16	Smp-163660	Smp_163660.1	Smp_163660	0.3264801826279868	1.531184930810612e-22	NA
neuron 16	Smp-323660	Smp_323660.1	Smp_323660	0.3262665766383348	2.5499861527172786e-9	DUF1619 domain-containing protein
neuron 16	Smp-090980	Smp_090980.1,Smp_090980.2,Smp_090980.3	Smp_090980	0.32607929399802443	2.3436837346820566e-19	Serine/threonine kinase
neuron 16	Smp-346750	Smp_346750.1,Smp_346750.2	Smp_346750	0.32580318613943937	8.623965468240616e-8	MHD domain-containing protein
neuron 16	Smp-135930	Smp_135930.1	Smp_135930	0.325743875411838	4.103365126798669e-18	MYND-type domain-containing protein
neuron 16	Smp-009800	Smp_009800.1,Smp_009800.2	Smp_009800	0.32572400209297375	3.2575100195945717e-24	Serine/threonine kinase
neuron 16	Smp-245770	Smp_245770.1	Smp_245770	0.3254624124321299	6.741465090658938e-20	WD_REPEATS_REGION domain-containing protein
neuron 16	Smp-174880	Smp_174880.1	Smp_174880	0.3250800231404092	3.5247362605783995e-29	Putative fog
neuron 16	Smp-332520	Smp_332520.1,Smp_332520.2	Smp_332520	0.32464536226193896	1.9322505334563494e-39	NA
neuron 16	Smp-149330	Smp_149330.1	Smp_149330	0.3238472695729832	7.994344599168229e-27	Putative cadherin
neuron 16	Smp-123910	Smp_123910.1,Smp_123910.2	Smp_123910	0.32312560705559257	1.2810923679259803e-19	Putative ift20
neuron 16	Smp-002740	Smp_002740.1	Smp_002740	0.32263281109181274	6.167893094320701e-6	DIF_7
neuron 16	Smp-246650	Smp_246650.1	Smp_246650	0.32250785721996256	1.091069907909389e-13	NA
neuron 16	Smp-097940	Smp_097940.1,Smp_097940.2	Smp_097940	0.3209302153436854	3.990824130363013e-25	Serine/threonine kinase
neuron 16	Smp-343530	Smp_343530.1	Smp_343530	0.3209240996247421	1.2133478289641536e-21	NA
neuron 16	Smp-150410	Smp_150410.1	Smp_150410	0.31929218882325816	5.002350920446796e-17	NA
neuron 16	Smp-245480	Smp_245480.1	Smp_245480	0.31892123441906584	2.3843824468303342e-18	NA
neuron 16	Smp-022170	Smp_022170.1	Smp_022170	0.3172474896560774	1.2242191157144954e-7	Tropomyosin, putative
neuron 16	Smp-337220	Smp_337220.1	Smp_337220	0.31613016490547197	2.1464878354594734e-23	NA
neuron 16	Smp-130810	Smp_130810.1	Smp_130810	0.3161114266025034	5.964352971472799e-28	NA
neuron 16	Smp-343280	Smp_343280.1	Smp_343280	0.3157588433954796	3.028885911181447e-9	G_PROTEIN_RECEP_F3_4 domain-containing protein
neuron 16	Smp-045990	Smp_045990.1,Smp_045990.2,Smp_045990.3	Smp_045990	0.3153674131411961	3.966714236882498e-18	Diras family, GTP-binding ras-like
neuron 16	Smp-042680	Smp_042680.1	Smp_042680	0.31361127583230597	6.903457316255882e-9	Putative tropinone reductase
neuron 16	Smp-139330	Smp_139330.1	Smp_139330	0.31349934457922274	5.181647374051111e-11	NAChR subunit (ShAR1-beta-like)
neuron 16	Smp-138300	Smp_138300.1,Smp_138300.2	Smp_138300	0.3095099914200057	5.753159383086828e-16	Putative tetraspanin
neuron 16	Smp-095630	Smp_095630.1	Smp_095630	0.3090587492995702	2.718265257825876e-26	Tetraspanin
neuron 16	Smp-173100	Smp_173100.1	Smp_173100	0.3082699279141732	9.401207973031438e-18	Axon guidance protein
neuron 16	Smp-047700	Smp_047700.1	Smp_047700	0.30751205652782726	4.1183127631154407e-22	Putative ring finger protein 11 (Sid 1669) (Nedd4 ww domain-binding protein 2)
neuron 16	Smp-142670	Smp_142670.1	Smp_142670	0.307197323965958	3.093352915057128e-14	Intraflagellar transport protein 46 homolog
neuron 16	Smp-166090	Smp_166090.1,Smp_166090.2,Smp_166090.3	Smp_166090	0.3063383729974515	3.700072485151445e-15	NA
neuron 16	Smp-140370	Smp_140370.1,Smp_140370.2,Smp_140370.3,Smp_140370.4	Smp_140370	0.3060850679102789	1.4731646401740901e-12	NA
neuron 16	Smp-131870	Smp_131870.1,Smp_131870.2,Smp_131870.3	Smp_131870	0.30568739523766447	1.2542345952632518e-10	Putative syntaxin binding protein-1,2,3
neuron 16	Smp-059090	Smp_059090.1	Smp_059090	0.30542461255935	8.73728321337422e-24	Putative camp-dependent protein kinase regulatory subunit
neuron 16	Smp-103740	Smp_103740.1	Smp_103740	0.30492553276359274	4.2448241946553787e-7	EF hand containing protein
neuron 16	Smp-246940	Smp_246940.1,Smp_246940.2	Smp_246940	0.30407166936158736	5.297525430574551e-16	LisH domain-containing protein
neuron 16	Smp-159190	Smp_159190.1,Smp_159190.2	Smp_159190	0.3035585775225843	9.923688741933329e-8	Thiamin pyrophosphokinase-related
neuron 16	Smp-064240	Smp_064240.1	Smp_064240	0.30351638692852123	5.1362532605389845e-12	Putative clathrin coat assembly protein ap-1
neuron 16	Smp-136210	Smp_136210.1	Smp_136210	0.3033320465393049	7.484726676495924e-29	Putative testis development protein nyd-sp29
neuron 16	Smp-000040	Smp_000040.1,Smp_000040.2	Smp_000040	0.3032820947036792	7.087969004196505e-8	Kinesin light chain
neuron 16	Smp-159160	Smp_159160.1	Smp_159160	0.30288168076974886	1.4843955360916005e-19	Putative ef-hand domain (C-terminal) containing protein
neuron 16	Smp-343700	Smp_343700.1,Smp_343700.2	Smp_343700	0.30281635818057145	1.950565344740258e-9	SH2 domain-containing protein
neuron 16	Smp-151820	Smp_151820.1,Smp_151820.2	Smp_151820	0.3007749089387353	6.563944787389666e-15	Putative microtubule-associated protein 9 (Aster-associated protein)
neuron 16	Smp-004160	Smp_004160.1	Smp_004160	0.30073063866239	4.631453968347565e-34	NA
neuron 16	Smp-075140	Smp_075140.1	Smp_075140	0.2994279751414345	2.6823504760356995e-18	Mitochondria-eating protein
neuron 16	Smp-135170	Smp_135170.1,Smp_135170.2	Smp_135170	0.297678116154137	4.17780004939356e-18	Cilia- and flagella-associated protein 206
neuron 16	Smp-104110	Smp_104110.1	Smp_104110	0.2972709289649162	6.255904499100635e-23	Putative rho GTPase
neuron 16	Smp-310470	Smp_310470.1	Smp_310470	0.2941092942540801	8.249207824468594e-23	B box-type domain-containing protein
neuron 16	Smp-070100	Smp_070100.1	Smp_070100	0.29409238568460316	1.490465602581552e-53	NA
neuron 16	Smp-164150	Smp_164150.1	Smp_164150	0.29349116870449743	2.3140020794190515e-21	Protein kinase
neuron 16	Smp-150070	Smp_150070.1	Smp_150070	0.2931612909355741	9.951338119510559e-8	Putative f-box only protein
neuron 16	Smp-153530	Smp_153530.1,Smp_153530.2,Smp_153530.3	Smp_153530	0.29305204713629085	8.90035363794824e-31	Nucleoside diphosphate kinase
neuron 16	Smp-307090	Smp_307090.1,Smp_307090.2,Smp_307090.3,Smp_307090.4,Smp_307090.5,Smp_307090.6,Smp_307090.7	Smp_307090	0.2924108431497764	5.2276821925116737e-23	NA
neuron 16	Smp-105100	Smp_105100.1	Smp_105100	0.2923202566428236	4.1168307236603477e-7	Ribonuclease, putative
neuron 16	Smp-138600	Smp_138600.1,Smp_138600.2	Smp_138600	0.29186480008342053	1.422541142145826e-12	SBF2 domain-containing protein
neuron 16	Smp-057090	Smp_057090.1	Smp_057090	0.2916940972677119	4.2929929132567954e-16	Putative radial spokehead-l
neuron 16	Smp-149530	Smp_149530.1	Smp_149530	0.29091156644333155	6.1290004964634124e-12	Elongation factor 2 kinase, putative
neuron 16	Smp-242670	Smp_242670.1,Smp_242670.2	Smp_242670	0.2904314665388822	1.3431408507305776e-6	Leucine zipper protein, putative
neuron 16	Smp-043110	Smp_043110.1	Smp_043110	0.28986038477177645	6.596283909961473e-12	NA
neuron 16	Smp-334060	Smp_334060.1	Smp_334060	0.28932643883694475	1.1392789775354696e-6	LTD domain-containing protein
neuron 16	inx.7	Smp_243900.1	Smp_243900	0.2885780003228717	1.5270309530404145e-16	Innexin
neuron 16	Smp-146080	Smp_146080.1,Smp_146080.2,Smp_146080.3,Smp_146080.4,Smp_146080.5	Smp_146080	0.28755927381579194	1.2351375941405287e-21	DUF4821 domain-containing protein
neuron 16	Smp-131620	Smp_131620.1	Smp_131620	0.28709452385227463	3.39204304994435e-21	FHA domain-containing protein
neuron 16	Smp-060160	Smp_060160.1	Smp_060160	0.2857187392645282	6.667105076074915e-25	SPEF1-like protein
neuron 16	Smp-003190	Smp_003190.1	Smp_003190	0.2835098134374639	1.1744057955314938e-16	26S proteasome subunit P28-related
neuron 16	Smp-247290	Smp_247290.1	Smp_247290	0.2818555829721697	5.391688331634789e-13	NA
neuron 16	Smp-067140	Smp_067140.1	Smp_067140	0.28077222789978773	1.511704668651445e-4	Putative rab9 and
neuron 16	Smp-323340	Smp_323340.1	Smp_323340	0.27790574324948375	9.467941938606334e-12	NA
neuron 16	Smp-035500	Smp_035500.1	Smp_035500	0.27704755591066316	8.349159476183709e-17	NA
neuron 16	Smp-105950	Smp_105950.1,Smp_105950.2	Smp_105950	0.27576724687641996	1.5911099776138285e-20	Putative armc3
neuron 16	Smp-103920	Smp_103920.1	Smp_103920	0.27560100980860824	1.56353152126252e-13	Axonemal dynein intermediate chain, putative
neuron 16	cGK1	Smp_123290.1	Smp_123290	0.2740936985842613	2.0789337063150533e-6	cGMP-dependent protein kinase
neuron 16	Smp-201030	Smp_201030.1	Smp_201030	0.273366988380765	3.8562071652925824e-9	Dynein light chain
neuron 16	Smp-028170	Smp_028170.1,Smp_028170.2	Smp_028170	0.2730783629848281	2.4343751280694558e-4	NA
neuron 16	Smp-021340	Smp_021340.1	Smp_021340	0.2728033228418296	0.002365574699969952	Mxi neural development protein; Putative max binding protein, mnt
neuron 16	Smp-063640	Smp_063640.1	Smp_063640	0.27266251912838246	0.0012149798624838803	Putative g-protein, beta subunit
neuron 16	Smp-013610	Smp_013610.1	Smp_013610	0.27239826879200424	1.3983616958476762e-10	NA
neuron 16	Smp-006560	Smp_006560.1	Smp_006560	0.2723869700499687	2.687204079489083e-26	NA
neuron 16	Smp-246790	Smp_246790.1,Smp_246790.2,Smp_246790.3,Smp_246790.4,Smp_246790.5,Smp_246790.6,Smp_246790.7	Smp_246790	0.2716864529408138	4.131152658533775e-21	LSDAT_euk domain-containing protein
neuron 16	Smp-085080	Smp_085080.1	Smp_085080	0.27167022979109223	2.1124847480965213e-4	NA
neuron 16	Smp-139100	Smp_139100.1,Smp_139100.2,Smp_139100.3,Smp_139100.4,Smp_139100.5,Smp_139100.6,Smp_139100.7	Smp_139100	0.27159688324624864	1.916988278872726e-13	NA
neuron 16	TPx-2	Smp_158110.1,Smp_158110.2	Smp_158110	0.2690258091041282	6.48165627428729e-5	Peroxiredoxin, Prx2; Thioredoxin peroxidase; Thioredoxin peroxidase 2
neuron 16	Smp-001950	Smp_001950.1	Smp_001950	0.26819748950260847	9.569864666977388e-4	NA
neuron 16	Smp-151020	Smp_151020.1,Smp_151020.2	Smp_151020	0.2679241513586953	4.985010636859093e-6	Putative transmembrane protein 17
neuron 16	Smp-132640	Smp_132640.1,Smp_132640.2	Smp_132640	0.26500573337874256	1.1479136698659779e-4	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
neuron 16	Smp-083740	Smp_083740.1	Smp_083740	0.26235929446232076	6.48719270093577e-5	Putative centrin
neuron 16	Smp-212560	Smp_212560.1	Smp_212560	0.26221503929121126	2.652810227860101e-21	Smp_212560
neuron 16	Smp-003990	Smp_003990.1	Smp_003990	0.26148417759059184	8.680039534560666e-5	Triosephosphate isomerase
neuron 16	Smp-204230	Smp_204230.1	Smp_204230	0.26107630813561233	3.2626871122540236e-15	G_PROTEIN_RECEP_F1_2 domain-containing protein
neuron 16	Smp-332850	Smp_332850.1,Smp_332850.2	Smp_332850	0.2600147482919347	8.867716896240472e-13	NA
neuron 16	Smp-054220	Smp_054220.1,Smp_054220.2	Smp_054220	0.25904352539717335	0.04239086605394886	V-type proton ATPase subunit G
neuron 16	Smp-248070	Smp_248070.1	Smp_248070	0.25873309813085765	6.149362364944647e-5	Putative dock
neuron 16	Smp-150230	Smp_150230.1,Smp_150230.2	Smp_150230	0.25647113854256043	3.5122662433720536e-6	Putative cation efflux protein/ zinc transporter
neuron 16	Smp-147050	Smp_147050.1	Smp_147050	0.25636177139198013	1.7896483233878298e-13	H(+)-transporting two-sector ATPase
neuron 16	Smp-267270	Smp_267270.1,Smp_267270.2	Smp_267270	0.2563524352821952	2.63421025255799e-27	DUF4200 domain-containing protein
neuron 16	Smp-333710	Smp_333710.1	Smp_333710	0.2560412371113733	2.5029828157067186e-6	Transmembrane protein 138
neuron 16	Smp-073600	Smp_073600.1	Smp_073600	0.25594503036224947	4.823472019707916e-5	Putative platelet-activating factor acetylhydrolase ib
neuron 16	Smp-150500	Smp_150500.1	Smp_150500	0.255440808065598	0.0011955943728448495	Putative recs1 protein (Responsive to centrifugal force and shear stressprotein 1 protein)
neuron 16	Smp-332730	Smp_332730.1	Smp_332730	0.2548670359028292	4.5286295667931407e-10	Camp-dependent protein kinase type II-alpha regulatory subunit, putative
neuron 16	Smp-347810	Smp_347810.1	Smp_347810	0.2530279562441041	2.2918576702933262e-7	NA
neuron 16	Smp-197230	Smp_197230.1,Smp_197230.2	Smp_197230	0.2506325225379026	1.2554786519625514e-8	Adenylate kinase, putative
neuron 16	Smp-127650	Smp_127650.1	Smp_127650	0.2502957890678404	2.7395927338260513e-6	Secretory carrier-associated membrane protein
neuron 17	Smp-198890	Smp_198890.1	Smp_198890	5.980729991827128	0	NA
neuron 17	Smp-134550	Smp_134550.1	Smp_134550	4.576891789583495	7.321869600719537e-289	NA
neuron 17	G39666	SmLINC173882-IBu	G39666	3.99486374856035	0	SmLINC173882-IBu
neuron 17	Smp-161240	Smp_161240.1	Smp_161240	3.881066763443762	0	NA
neuron 17	Smp-188580	Smp_188580.1	Smp_188580	3.879463953993177	0	NA
neuron 17	Smp-321760	Smp_321760.1	Smp_321760	3.3767225062192967	0	NA
neuron 17	Smp-068500	Smp_068500.1	Smp_068500	3.367962750729513	0	NA
neuron 17	Smp-142160	Smp_142160.1	Smp_142160	3.244000413381671	0	NA
neuron 17	Smp-073270	Smp_073270.1	Smp_073270	2.9382339868098613	6.815475760433292e-296	C-terminal peptide
neuron 17	Smp-200440	Smp_200440.1	Smp_200440	2.8466107376553964	5.384528180739937e-157	Smp_200440
neuron 17	SP4	Smp_129230.1	Smp_129230	2.6831753510405756	2.2204528459587506e-295	Subfamily S1A unassigned peptidase (S01 family)
neuron 17	Smp-010820	Smp_010820.1	Smp_010820	2.474209311321126	5.854517958860916e-308	Peptidylamidoglycolate lyase
neuron 17	Smp-197370	Smp_197370.1	Smp_197370	2.325184699608873	2.0310570660867262e-222	NA
neuron 17	Smp-132390	Smp_132390.1	Smp_132390	2.2575571713245726	0	NA
neuron 17	Smp-323910	Smp_323910.1	Smp_323910	2.2316448039795995	0	TGF_BETA_2 domain-containing protein
neuron 17	Smp-145300	Smp_145300.1,Smp_145300.2	Smp_145300	2.1854591943116635	1.2937172424163626e-266	Peptidylglycine monooxygenase
neuron 17	Smp-344580	Smp_344580.1	Smp_344580	2.060955885192515	0	LLGL domain-containing protein
neuron 17	Smp-182620	Smp_182620.1	Smp_182620	1.9119143584887535	5.046499341583651e-208	NA
neuron 17	Smp-141480	Smp_141480.1	Smp_141480	1.8468172160694334	0	NA
neuron 17	Smp-157050	Smp_157050.1	Smp_157050	1.8325567936977283	0	Rhodopsin-like orphan GPCR,putative
neuron 17	Smp-077980	Smp_077980.1,Smp_077980.2,Smp_077980.3,Smp_077980.4	Smp_077980	1.8096380172638047	2.5385325378993575e-193	Putative neuroendocrine convertase 2
neuron 17	Smp-043650	Smp_043650.1	Smp_043650	1.7558684224714363	1.7539752816435145e-93	NA
neuron 17	Smp-150220	Smp_150220.1,Smp_150220.2,Smp_150220.3	Smp_150220	1.6710955549146895	9.208817158722783e-185	Putative receptor protein tyrosine phosphatase n,(Ia2)
neuron 17	Smp-147060	Smp_147060.1	Smp_147060	1.6251199864805996	4.5435243316778e-237	NA
neuron 17	Smp-337260	Smp_337260.1,Smp_337260.2	Smp_337260	1.5846019661096167	1.0777098863578405e-230	NA
neuron 17	Smp-332650	Smp_332650.1,Smp_332650.2	Smp_332650	1.576706803930795	1.3298556664253204e-279	Putative nucleolar protein c7b
neuron 17	Smp-322460	Smp_322460.1	Smp_322460	1.5577391539133663	6.1136937388147595e-61	NA
neuron 17	Smp-321250	Smp_321250.1,Smp_321250.2,Smp_321250.3	Smp_321250	1.5572784839077478	2.3719684012990555e-125	PKS_ER domain-containing protein
neuron 17	Smp-004190	Smp_004190.1	Smp_004190	1.5064456633329346	1.6617409373086343e-187	Putative cationic amino acid transporter
